,ID,Post_URL,Img_URL,Likes,Owner,Text,Date
471,B27FuOKl-cu,http://instagram.com/p/B27FuOKl-cu,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/e35/70088604_174845530351775_2075964530751278442_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=vOnJd4QTfpIAX_MzQhp&oh=007c4836941b4c3b44fec3f05f585c2d&oe=5E8F55C9,122,14772357848,Didn’t think we were gonna get to have a nice walk today with how bad the rain was this morning. But it stopped! <U+263A><U+FE0F><U+0001F31E> .  And we got to take some nice pictures of me with my new @embarc_studio collar and @ladyandthehoundstudio ID tag all gifted from @gsd.mocha’s lovely giveaway. Love them! <U+0001F970> Thank you guys .  #embarcinautumn #sonya6000 #dogsofsingapore #forcefreetraining #forcefree #dog #dogs #singaporedogs #spcasingapore #adoptdontshop #mongrel #positivereinforcement #mongrelsofinstagram #dogstagram #muttsofinstagram #mutt #singapawrean #singaporespecial #rescuedog #rescuedogsofinstagram #shelterdog #shelterdogsofinstagram  #dogsofliverpool #dogsofengland #dogsofbritain #liverpooldogs #liverpoolpets,28/9/2019 1:36
562,B10rPGJl_mv,http://instagram.com/p/B10rPGJl_mv,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/69696145_2136414579801872_6726067195300270896_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=tX1ckx1zQ-kAX_ZWSMz&oh=a1bcd483624428895320103750a5539c&oe=5E936F56,122,14772357848,Seeing my friends later this afternoon :3  #dogsofinstagram #sonya6000 #dogsofsingapore #forcefreetraining #forcefree #dog #dogs #singaporedogs #spcasingapore #adoptdontshop #mongrel #positivereinforcement #mongrelsofinstagram #dogstagram #muttsofinstagram #mutt #singapawrean #singaporespecial #rescuedog #rescuedogsofinstagram #shelterdog #shelterdogsofinstagram  #dogsofliverpool #dogsofengland #dogsofbritain #liverpooldogs #liverpoolpets,31/8/2019 17:18
534,B2IKRPHlsST,http://instagram.com/p/B2IKRPHlsST,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/67846270_395720424462458_1630255544017656348_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=PnoJOxCuprAAX-ChMfF&oh=2d517dafee1ecb7ced7733744d0f5e03&oe=5E9A6BEA,121,14772357848,"Reacted to a little shihtzu this morning. <U+0001F62A> It had growled at me the first time when I had just come out of the house and I didn’t react then. But on the way back from our walk, we ran into the same dog and this time we both reacted. <U+0001F62A> Human thinks it could also be the leash tension she accidentally put on me, or also trigger stacking.  The important thing is that it’s NOT any dog’s fault when dogs react! So there is absolutely no reason to punish your dog for expressing its fear and stress. That only makes things worse. Y’all Humans got to figure it out and learn how to help your dog, not simply force, flood, or punish.  So Human is back to doing more counter-conditioning and desensitisation with me, starting at a further distance again (swipe to see video). I’ve been improving so much with other dogs, apart from this one mishap today, that Human usually treats me when I’m a bit closer to the other dog(s). But today we’re starting back at a further distance with freshly cooked salmon, something that’s super high value so I can make the positive associations with seeing other dogs again. Seeing other dogs play sometimes freaks me out too (especially if they’re loud!)... so doing this with going past 2 rough playing dogs is an added bonus. <U+0001F601>  #sonya6000 #dogsofsingapore #forcefreetraining #forcefree #dog #dogs #singaporedogs #spcasingapore #adoptdontshop #mongrel #positivereinforcement #mongrelsofinstagram #dogstagram #muttsofinstagram #mutt #singapawrean #singaporespecial #rescuedog #rescuedogsofinstagram #shelterdog #shelterdogsofinstagram  #dogsofliverpool #dogsofengland #dogsofbritain #liverpooldogs #liverpoolpets #reactivedogsotw @reactivedogsotw #youdonthaveto",8/9/2019 6:55
266,B5Kp681pnka,http://instagram.com/p/B5Kp681pnka,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/e35/71346051_1930946253718201_4418262997941953616_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=i_nU3SGBBvAAX8ubOoK&oh=4b246bd70cfd8df47738f22ff4f38ad8&oe=5E8E2DC7,120,14772357848,So happy with our new 5m long line from @demonmakesbydella ! <U+0001F499> Now I can get more freedom to move and get more sniffs in while still being safe on leash!  #sonya6000 #dogsofsingapore #forcefreetraining #forcefree #dog #dogs #singaporedogs #spcasingapore #adoptdontshop #mongrel #positivereinforcement #mongrelsofinstagram #dogstagram #singapawrean #singaporespecial #rescuedog #rescuedogsofinstagram #shelterdog #shelterdogsofinstagram  #dogsofliverpool #dogsofengland #dogsofbritain #liverpooldogs #liverpoolpets,22/11/2019 19:44
295,B4rStaMp6c-,http://instagram.com/p/B4rStaMp6c-,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/e35/73319503_157360218837084_3778143406342052385_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=LsMLnqjl36kAX8sfIun&oh=a826eedc472d0da5edeca53ff317c2e4&oe=5E925FB1,120,14772357848,Have a good weekend everyone! <U+2600><U+FE0F> I am a good boy around swans and other birds. <U+0001F9A2>  #sonya6000 #dogsofsingapore #forcefreetraining #forcefree #dog #dogs #singaporedogs #spcasingapore #adoptdontshop #mongrel #positivereinforcement #mongrelsofinstagram #dogstagram #muttsofinstagram #mutt #singapawrean #singaporespecial #rescuedog #rescuedogsofinstagram #shelterdog #shelterdogsofinstagram  #dogsofliverpool #dogsofengland #dogsofbritain #liverpooldogs #liverpoolpets,10/11/2019 15:25
360,B34O6vJpeG_,http://instagram.com/p/B34O6vJpeG_,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/e35/71201995_2368315170100595_5320967002370551278_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=lfgI-UqaQ0sAX8_3dFz&oh=6653b5f6842d75e7d0c16f0fa7c28960&oe=5E996C44,120,14772357848,Autumn vibes <U+0001F341><U+0001F342> .  #sonya6000 #dogsofsingapore #forcefreetraining #forcefree #dog #dogs #singaporedogs #spcasingapore #adoptdontshop #mongrel #positivereinforcement #mongrelsofinstagram #dogstagram #muttsofinstagram #mutt #singapawrean #singaporespecial #rescuedog #rescuedogsofinstagram #shelterdog #shelterdogsofinstagram  #dogsofliverpool #dogsofengland #dogsofbritain #liverpooldogs #liverpoolpets,21/10/2019 19:30
584,B1qHGKblze8,http://instagram.com/p/B1qHGKblze8,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/70001741_124927008810486_4147302872842265130_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=u8ow7MQEBFsAX-ceNHf&oh=75209d49840d490574214954eae90298&oe=5E99463D,120,14772357848,Enjoyed posing on some tree trunks yesterday at Calderstones Park!  #dogsofinstagram #sonya6000 #dogsofsingapore #forcefreetraining #forcefree #dog #dogs #singaporedogs #spcasingapore #adoptdontshop #mongrel #positivereinforcement #mongrelsofinstagram #dogstagram #muttsofinstagram #mutt #singapawrean #singaporespecial #rescuedog #rescuedogsofinstagram #shelterdog #shelterdogsofinstagram  #dogsofliverpool #dogsofengland #dogsofbritain #liverpooldogs #liverpoolpets,27/8/2019 14:50
487,B2roJJMlCah,http://instagram.com/p/B2roJJMlCah,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/e35/69306982_361351974750209_6494181882237358319_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=iirKl99HwZYAX-DV3xW&oh=a1bbe8056935aefb1477cd46e5b0838e&oe=5E95A990,119,14772357848,The floor is crunchy... #embarcinautumn #sonya6000 #dogsofsingapore #forcefreetraining #forcefree #dog #dogs #singaporedogs #spcasingapore #adoptdontshop #mongrel #positivereinforcement #mongrelsofinstagram #dogstagram #muttsofinstagram #mutt #singapawrean #singaporespecial #rescuedog #rescuedogsofinstagram #shelterdog #shelterdogsofinstagram  #dogsofliverpool #dogsofengland #dogsofbritain #liverpooldogs #liverpoolpets,22/9/2019 1:29
186,B6ZCEdfJY2D,http://instagram.com/p/B6ZCEdfJY2D,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/e35/76967970_184404792707504_2350880471694691481_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=MkGHipO_D0wAX9xX9Cr&oh=45abf7c6136771c8346bb6f605dff5cf&oe=5E8FAC3B,118,14772357848,When you still look classy even while wearing a Christmas bandana.  #sonya6000 #dogsofsingapore #forcefreetraining #forcefree #dog #dogs #singaporedogs #spcasingapore #adoptdontshop #mongrel #positivereinforcement #mongrelsofinstagram #dogstagram #singapawrean #singaporespecial #rescuedog #rescuedogsofinstagram #shelterdog #shelterdogsofinstagram  #dogsofliverpool #dogsofengland #dogsofbritain #liverpooldogs #liverpoolpets,23/12/2019 6:16
272,B5FUBCGJlqN,http://instagram.com/p/B5FUBCGJlqN,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/e35/74702438_558627388286917_2601892885022664133_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=QV7XFecsxTYAX8AkWk3&oh=5cc9b3abd54fcd20cf1bfa3467d7db7a&oe=5E91D052,118,14772357848,"Where’s my leash gone? Hehe, we’ve been walking off-leash whenever it’s safe (no other dogs, no blindspots, generally quiet, and far away from traffic). It’s nice to get to walk more naturally and get even more sniffing opportunities. We’ve ordered a long line too to allow me more freedom in places where I should stay on leash!  Even while off-leash, I still stay pretty close to my human because tasty food appears when I do! There is no need to force your dog to walk close to you. #forcefreeoffleash .. (Meant to post this days ago but got caught up in the Instagram sin bin twice!) .  @forcefreememesandinfo @youdonthaveto_training #youdonthaveto #sonya6000 #dogsofsingapore #forcefreetraining #forcefree #dog #dogs #singaporedogs #spcasingapore #adoptdontshop #mongrel #positivereinforcement #mongrelsofinstagram #dogstagram #singapawrean #singaporespecial #rescuedog #rescuedogsofinstagram #shelterdog #shelterdogsofinstagram  #dogsofliverpool #dogsofengland #dogsofbritain #liverpooldogs #liverpoolpets",20/11/2019 17:56
319,B4YbFG3pB9X,http://instagram.com/p/B4YbFG3pB9X,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/71703504_154606192420039_2057671498339212520_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=9AZIttaA1sgAX_9YeQT&oh=e8288eb9e92992def85d2df954d3507d&oe=5E94843C,118,14772357848,"Drizzly morning today, but had a nice walk with both my humans down Sevvy Park. Got to see some pretty swans but I wasn’t very bothered about them. <U+0001F9A2> Geese make weird noises tho. <U+0001F928>  #sonya6000 #dogsofsingapore #forcefreetraining #forcefree #dog #dogs #singaporedogs #spcasingapore #adoptdontshop #mongrel #positivereinforcement #mongrelsofinstagram #dogstagram #muttsofinstagram #mutt #singapawrean #singaporespecial #rescuedog #rescuedogsofinstagram #shelterdog #shelterdogsofinstagram  #dogsofliverpool #dogsofengland #dogsofbritain #liverpooldogs #liverpoolpets",3/11/2019 7:32
292,B4utrqmJJBe,http://instagram.com/p/B4utrqmJJBe,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/e35/73420464_520584208786819_2731271613716251204_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=K0i8yiDuDkMAX-0lsE6&oh=d0529d656fac082b24e8eb959ed43d48&oe=5E8FEE43,117,14772357848,"I’m really getting into Autumn as there are lots to sniff with all the leaves falling on the floor! <U+0001F342><U+0001F341> Sniffing is so important for dogs! Let them sniff! <U+2764><U+FE0F> .  Woodland bandana from @fourpawsaccessories, courtesy of @betsy.and.me’s giveaway! .  #sonya6000 #dogsofsingapore #forcefreetraining #forcefree #dog #dogs #singaporedogs #spcasingapore #adoptdontshop #mongrel #positivereinforcement #mongrelsofinstagram #dogstagram #muttsofinstagram #mutt #singapawrean #singaporespecial #rescuedog #rescuedogsofinstagram #shelterdog #shelterdogsofinstagram  #dogsofliverpool #dogsofengland #dogsofbritain #liverpooldogs #liverpoolpets",11/11/2019 23:18
481,B2w3Mc3lUyG,http://instagram.com/p/B2w3Mc3lUyG,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/e35/69661376_157446225328381_2703919231159033956_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=gpu_eC0UAOEAX8LWOjJ&oh=1fafdb27d5138fe297ab2cd3f7940f21&oe=5E9A99BD,117,14772357848,"Push cookies, not cruelty.  #sonya6000 #dogsofsingapore #forcefreetraining #forcefree #dog #dogs #singaporedogs #spcasingapore #adoptdontshop #mongrel #positivereinforcement #mongrelsofinstagram #dogstagram #muttsofinstagram #mutt #singapawrean #singaporespecial #rescuedog #rescuedogsofinstagram #shelterdog #shelterdogsofinstagram  #dogsofliverpool #dogsofengland #dogsofbritain #liverpooldogs #liverpoolpets #youdonthaveto",24/9/2019 2:17
618,B1UhvpvF2aV,http://instagram.com/p/B1UhvpvF2aV,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/e35/67156760_683743372448762_8000548290720009808_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=FdNUTr4LwFwAX_RyV0w&oh=6947c6a732ef94c52d171c6a7ba4ee24&oe=5E966D0E,117,14772357848,"Hey furriends, you won’t be seeing much of me for the next week as my Human is going to be away on her 1st dogtraining course intensives with @victoriastilwell! Hope she will come back and teach me some cool stuff! <U+0001F913>  I will be staying home with Human Dad who doesn’t take a lot of videos and photos of me. <U+0001F923>  In the meantime, be kind to each other and to your doggos (and also cattos). <U+0001F436><U+0001F638> .  #dogsofinstagram #sonya6000 #dogsofsingapore #forcefreetraining #forcefree #dog #dogs #singaporedogs #spcasingapore #adoptdontshop #mongrel #positivereinforcement #mongrelsofinstagram #dogstagram #muttsofinstagram #mutt #singapawrean #singaporespecial #rescuedog #rescuedogsofinstagram #shelterdog #shelterdogsofinstagram  #dogsofliverpool #dogsofengland #dogsofbritain #liverpooldogs #liverpoolpets",19/8/2019 5:39
270,B5GakotJgAb,http://instagram.com/p/B5GakotJgAb,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/e35/72593755_464039537579964_8178042734457924530_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=OvwmX15p6e4AX-AXCep&oh=afae8be1564aec8e3850bd0e65c78b70&oe=5E9521CC,115,14772357848,Was quite frosty out yesterday! The green grass got all frozen and white. But I am starting to get into this whole winter thing. <U+2744><U+FE0F> #sonya6000 #dogsofsingapore #forcefreetraining #forcefree #dog #dogs #singaporedogs #spcasingapore #adoptdontshop #mongrel #positivereinforcement #mongrelsofinstagram #dogstagram #singapawrean #singaporespecial #rescuedog #rescuedogsofinstagram #shelterdog #shelterdogsofinstagram  #dogsofliverpool #dogsofengland #dogsofbritain #liverpooldogs #liverpoolpets,21/11/2019 4:13
274,B5AV9kMJZ4H,http://instagram.com/p/B5AV9kMJZ4H,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/e35/74514082_178770573179583_3849352660984343383_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=Y8EhQ5Hnju0AX_BPNnv&oh=d6e746893196a422aeeb45b4a8f3dac3&oe=5E9799CC,115,14772357848,"I’m finally out of instagram’s sin bin!! Human says she finally knows what it’s like when dogs get punished with time outs. It’s frustrating and confusing!!! So don’t do that!  Anyway, here are some photos from my epic zoomie on Saturday!  #sonya6000 #dogsofsingapore #forcefreetraining #forcefree #dog #dogs #singaporedogs #spcasingapore #adoptdontshop #mongrel #positivereinforcement #mongrelsofinstagram #dogstagram #muttsofinstagram #mutt #singapawrean #singaporespecial #rescuedog #rescuedogsofinstagram #shelterdog #shelterdogsofinstagram  #dogsofliverpool #dogsofengland #dogsofbritain #liverpooldogs #liverpoolpets",18/11/2019 19:37
342,B4FpObFpgv_,http://instagram.com/p/B4FpObFpgv_,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/e35/75440999_138484127484565_5439473691225848925_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=pTP3zGWnL6wAX_n6kBD&oh=0e76690b822da875dafd326fe19be1f6&oe=5E93890C,115,14772357848,"Human’s going on her VSA course intensives for almost a week so you’ll see less posts from us for a while. Gonna have a good bros week with Human Dad, hehehe! <U+0001F37B> (Swipe to see my face get weird)  #sonya6000 #dogsofsingapore #forcefreetraining #forcefree #dog #dogs #singaporedogs #spcasingapore #adoptdontshop #mongrel #positivereinforcement #mongrelsofinstagram #dogstagram #muttsofinstagram #mutt #singapawrean #singaporespecial #rescuedog #rescuedogsofinstagram #shelterdog #shelterdogsofinstagram  #dogsofliverpool #dogsofengland #dogsofbritain #liverpooldogs #liverpoolpets #victoriastilwellacademy",27/10/2019 0:30
478,B2zDKg0lvqr,http://instagram.com/p/B2zDKg0lvqr,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/71201578_3622059067820190_5513030890041501570_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=QrdFmObbYRcAX9iGzeJ&oh=b2176c851fc9e75508699fd474f7d4cc&oe=5E950373,115,14772357848,"Taken when I was having a good time with good weather a couple of days ago... unlike today’s moggy weather <U+2639><U+FE0F><U+0001F328> I’m not ready to be off-leash in most of the areas we walk, but Humans are prepared to get into bushes and bogs with me so I can still have my fun, sniffy walks. <U+0001F64C>  #sonya6000 #dogsofsingapore #forcefreetraining #forcefree #dog #dogs #singaporedogs #spcasingapore #adoptdontshop #mongrel #positivereinforcement #mongrelsofinstagram #dogstagram #muttsofinstagram #mutt #singapawrean #singaporespecial #rescuedog #rescuedogsofinstagram #shelterdog #shelterdogsofinstagram  #dogsofliverpool #dogsofengland #dogsofbritain #liverpooldogs #liverpoolpets #youdonthaveto",24/9/2019 22:40
160,B6yeCHRpuHx,http://instagram.com/p/B6yeCHRpuHx,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/e35/80479013_500973270772158_1539297097329745318_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=8jHOOr4pKicAX8izVnJ&oh=c823d6eec313aba595abd09a2ad22fb7&oe=5E98B6BF,114,14772357848,Had a great start to the new year with a nice quiet walk! May the new year be wonderful for everyone and everydog. <U+2764><U+FE0F> #sonya6000 #dogsofsingapore #forcefreetraining #forcefree #dog #singaporedogs #spcasingapore #adoptdontshop #mongrel #positivereinforcement #dogs #mongrelsofinstagram #dogstagram #singapawrean #singaporespecial #rescuedog #rescuedogsofinstagram #shelterdog #shelterdogsofinstagram  #dogsofliverpool #dogsofengland #dogsofbritain #liverpooldogs #liverpoolpets,2/1/2020 3:21
289,B400P4KpmTo,http://instagram.com/p/B400P4KpmTo,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/e35/72777972_189736468735084_9001092612996669970_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=71OJXc665fQAX9CGp1Z&oh=8b2b3bb1f999f02ddef728a07d7114e4&oe=5E97A296,114,14772357848,Autumn looks good on me. <U+0001F341>  #sonya6000 #dogsofsingapore #forcefreetraining #forcefree #dog #dogs #singaporedogs #spcasingapore #adoptdontshop #mongrel #positivereinforcement #mongrelsofinstagram #dogstagram #muttsofinstagram #mutt #singapawrean #singaporespecial #rescuedog #rescuedogsofinstagram #shelterdog #shelterdogsofinstagram  #dogsofliverpool #dogsofengland #dogsofbritain #liverpooldogs #liverpoolpets,14/11/2019 8:11
605,B1exLg7lMIq,http://instagram.com/p/B1exLg7lMIq,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/e35/67688742_2147874722177000_6481422026711809130_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=OVeZkBe22KoAX_ufTck&oh=29a10864c41970d46063be974e3d25c2&oe=5E918293,114,14772357848,The best photo Human Dad has ever taken of me deserves a proper post! He’s even given me a lamb tripe chew on our walk. Am well pleased with him.  #dogsofinstagram #dogsofsingapore #forcefreetraining #forcefree #dog #dogs #singaporedogs #spcasingapore #adoptdontshop #mongrel #positivereinforcement #mongrelsofinstagram #dogstagram #muttsofinstagram #mutt #singapawrean #singaporespecial #rescuedog #rescuedogsofinstagram #shelterdog #shelterdogsofinstagram  #dogsofliverpool #dogsofengland #dogsofbritain #liverpooldogs #liverpoolpets,23/8/2019 5:07
632,B1Me9sSl6zw,http://instagram.com/p/B1Me9sSl6zw,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/e35/67566118_431719944094856_6970513871877536947_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=c0UWi7amtUsAX9sr3Ii&oh=aba316b1e08f17a1548ab2b9b5263ac7&oe=5E9A483B,114,14772357848,Doing an impression of the fake human holding my leash (lol actually it was just very windy). #dogsofinstagram #sonya6000 #dogsofsingapore #forcefreetraining #forcefree #dog #dogs #singaporedogs #spcasingapore #adoptdontshop #mongrel #positivereinforcement #mongrelsofinstagram #dogstagram #muttsofinstagram #mutt #singapawrean #singaporespecial #rescuedog #rescuedogsofinstagram #shelterdog #shelterdogsofinstagram  #dogsofliverpool #dogsofengland #dogsofbritain #liverpooldogs #liverpoolpets #photofailfriday,16/8/2019 2:41
456,B3IGDUQlHUh,http://instagram.com/p/B3IGDUQlHUh,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/70334852_2247371798707747_8987622179086089284_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=M7uR9Nc-D84AX_83uy8&oh=13d05ae2fde8a9f0b70931d917e71026&oe=5E933125,113,14772357848,"Had a good morning out today running off-leash and practicing recall in the big empty tennis court, and then had my very first doggy ice cream!!! Perfect sunny morning out with both my humans!  #sonya6000 #dogsofsingapore #forcefreetraining #forcefree #dog #dogs #singaporedogs #spcasingapore #adoptdontshop #mongrel #positivereinforcement #mongrelsofinstagram #dogstagram #muttsofinstagram #mutt #singapawrean #singaporespecial #rescuedog #rescuedogsofinstagram #shelterdog #shelterdogsofinstagram  #dogsofliverpool #dogsofengland #dogsofbritain #liverpooldogs #liverpoolpet",3/10/2019 2:49
506,B2XY2N7FMPU,http://instagram.com/p/B2XY2N7FMPU,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/e35/71138197_435262287101150_5948538641783793180_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=QtTaPnTdy28AX-jzXHy&oh=12cbe6422fd1eaf5fac18c7fce1a64a2&oe=5E912A78,113,14772357848,Weather has been nice today! <U+0001F31E> Chilled out in one of my favourite places on a quiet morning.  #sonya6000 #dogsofsingapore #forcefreetraining #forcefree #dog #dogs #singaporedogs #spcasingapore #adoptdontshop #mongrel #positivereinforcement #mongrelsofinstagram #dogstagram #muttsofinstagram #mutt #singapawrean #singaporespecial #rescuedog #rescuedogsofinstagram #shelterdog #shelterdogsofinstagram  #dogsofliverpool #dogsofengland #dogsofbritain #liverpooldogs #liverpoolpets,14/9/2019 4:51
619,B1SFA1cFc4Q,http://instagram.com/p/B1SFA1cFc4Q,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/e35/66799424_136650204235958_8903031783679899513_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=cShMT4Eg98cAX_95Fh8&oh=70c1eec0f643bfe771386c341d913b0d&oe=5EA745B0,113,14772357848,I love sniffing wildflowers and human thinks I am like a wildflower. Resilient and free. <U+0001F33E><U+0001F38B><U+0001F33F> #dogsofinstagram #sonya6000 #dogsofsingapore #forcefreetraining #forcefree #dog #dogs #singaporedogs #spcasingapore #adoptdontshop #mongrel #positivereinforcement #mongrelsofinstagram #dogstagram #muttsofinstagram #mutt #singapawrean #singaporespecial #rescuedog #rescuedogsofinstagram #shelterdog #shelterdogsofinstagram  #dogsofliverpool #dogsofengland #dogsofbritain #liverpooldogs #liverpoolpets,18/8/2019 6:50
334,B4OAuqJplKT,http://instagram.com/p/B4OAuqJplKT,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/74437571_412274389461266_4271206661970607824_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=lkcyjpAWbGQAX9afrwn&oh=963484cf3eb90bc50e841cb6fd1f3583&oe=5E963F15,112,14772357848,Human is missing me while she’s away but am happy learning to walk in the dark with human dad the last few days! (Swipe to the end to see me weird face that human misses so much.) Edit to Add: OH YEAH IT’S MY #TOOFYTOOSDAY LOOK!  #forcefree #dog #dogs #singaporedogs #spcasingapore #adoptdontshop #mongrel #positivereinforcement #mongrelsofinstagram #dogstagram #muttsofinstagram #mutt #singapawrean #singaporespecial #rescuedog #rescuedogsofinstagram #shelterdog #shelterdogsofinstagram  #dogsofliverpool #dogsofengland #dogsofbritain #liverpooldogs #liverpoolpets,30/10/2019 6:30
475,B22j9GEFSPd,http://instagram.com/p/B22j9GEFSPd,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/70519863_722887444830491_4700817829424421574_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=pwiRhvn5raUAX-VAFk1&oh=112f0a255a6dce4d77abe819f0e51d18&oe=5E9671B3,112,14772357848,Enjoyed my alfresco duck foot chew today from @hollingspettreats and bought for me by @yongxiuuu <U+2764><U+FE0F> #sonya6000 #dogsofsingapore #forcefreetraining #forcefree #dog #dogs #singaporedogs #spcasingapore #adoptdontshop #mongrel #positivereinforcement #mongrelsofinstagram #dogstagram #muttsofinstagram #mutt #singapawrean #singaporespecial #rescuedog #rescuedogsofinstagram #shelterdog #shelterdogsofinstagram  #dogsofliverpool #dogsofengland #dogsofbritain #liverpooldogs #liverpoolpets #dogchew,26/9/2019 7:24
338,B4J8E-uJBTp,http://instagram.com/p/B4J8E-uJBTp,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/e35/75602142_240825620224013_1836790341563099100_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=K2IbwnV5sa4AX9KbK1U&oh=00438ded222052dfe1e28ef79ecf5b29&oe=5EA74937,111,14772357848,Stay classy and kind <U+0001F451><U+2764><U+FE0F> #sonya6000 #dogsofsingapore #forcefreetraining #forcefree #dog #dogs #singaporedogs #spcasingapore #adoptdontshop #mongrel #positivereinforcement #mongrelsofinstagram #dogstagram #muttsofinstagram #mutt #singapawrean #singaporespecial #rescuedog #rescuedogsofinstagram #shelterdog #shelterdogsofinstagram  #dogsofliverpool #dogsofengland #dogsofbritain #liverpooldogs #liverpoolpets,28/10/2019 16:32
