date,text
23/3/2020 14:00,b'Scottish SPCA animal rescue centre closes its doors to the public amid coronavirus crisis - Daily Record - https://t.co/4fVbmanDTQ'
23/3/2020 13:53,b'@WGRZ Erie county spca 6 yrs ago next month\xe2\x9d\xa4\xef\xb8\x8f https://t.co/QKw2wr6JR8'
23/3/2020 13:50,b'RT @BC_SPCA: Vulnerable animals still need protection &amp; shelter even when the world is changing around them. Please consider getting a #BCS\xe2\x80\xa6'
23/3/2020 13:48,"b'The workers of spca are lazy, dogs eat injured gaumata and nandi baba in front of them, they did not even take food\xe2\x80\xa6 https://t.co/OLc5YYTLbF'"
23/3/2020 13:44,"b'Ashraful Aid Covid-19 Response and Intergrated Plan\n\nPreventative:\nAshraful Aid has distributed disinfectant, sanit\xe2\x80\xa6 https://t.co/lZ5ivLfbR9'"
23/3/2020 13:28,"b'In my complex WhatsApp group they talking about a cat \xf0\x9f\x90\x88 which is roaming around, nobody knows who it belong to. the\xe2\x80\xa6 https://t.co/lzg08sMb7i'"
23/3/2020 13:25,"b""RT @OntarioSPCA: Wouldn't it be helpful to know how your dog sees his environment? In this short video, Jennifer Toof, Manager, Programs an\xe2\x80\xa6"""
23/3/2020 13:24,"b'Dear members \nI m thank ful to chairman for issuing this advisory \nFurther,this may be sent to all district collect\xe2\x80\xa6 https://t.co/JBGcT6eOQW'"
23/3/2020 13:20,b'Greater Charlotte SPCA:  https://t.co/LG5pwogMRK https://t.co/Z1qncL6j6V'
23/3/2020 13:20,"b'During corono virus, we risk everything us &amp; family and rescued this nandi baba, for emergency treatment took him t\xe2\x80\xa6 https://t.co/LjClEbzY73'"
23/3/2020 13:15,b'Greater Charlotte SPCA:  https://t.co/gLtDNuOJw0 https://t.co/AnFKQuCTvi'
23/3/2020 13:10,b'Greater Charlotte SPCA:  https://t.co/GUFoEQbREY https://t.co/QU6lkKag5u'
23/3/2020 13:05,b'Greater Charlotte SPCA:  https://t.co/re6CphpTg6 https://t.co/BBIfGwKiOJ'
23/3/2020 12:55,b'Adopt Oreo from the SPCA of Northern Nevada today! He is so amazing and sweet! Dm me if interested in this sweetie\xe2\x80\xa6 https://t.co/zns2OEdT46'
23/3/2020 12:49,"b""and wound up in an #SPCA in Ontario,Canada. He's lucky,we're lucky. Nice feeling. All the best. #rescueismyfavouritebreed"""
23/3/2020 12:40,"b""NATIONAL PUPPY DAY! Reply with photos of your happy puppies! And if you're looking for your next best friend, SPCA\xe2\x80\xa6 https://t.co/2SuQdAKIea"""
23/3/2020 12:34,b'@JimFCurtis No she\xe2\x80\x99s an SPCA rescue. Lord knows I tried to bring home some of the alley cats but my boyfriend said we had enough animals \xf0\x9f\x98\x82'
23/3/2020 12:18,b'@larlaw77 But he had a steady supply of food and am insulted shelter he used. We figured if we had brought him to t\xe2\x80\xa6 https://t.co/Z6xqXqbeHp'
23/3/2020 12:08,b'@hnishnie @faidilkamarudin SPCA ?'
23/3/2020 12:07,b'@366happyhours @faidilkamarudin excuse me??? SPCA'
23/3/2020 12:02,b'@Manekagandhibjp Revered Madam I earnestly solicit you to help me in the cause of safeguarding and providing care f\xe2\x80\xa6 https://t.co/oyKhDIwRO7'
23/3/2020 11:49,b'RT @SSPCA_Mike: The Scottish SPCA will always here to help all animals and animal owners in need. Very hard times please follow all governm\xe2\x80\xa6'
23/3/2020 11:49,"b'SPAR cares for our communities in which we operate. We would like to inform all concerned customers, that SPAR has\xe2\x80\xa6 https://t.co/GrmzwVnXvE'"
23/3/2020 11:46,b'\xf0\x9f\x98\xb9 Visit #OLIN today! #spca He needs your TLC! #PetAdoption \xf0\x9f\x92\x9b https://t.co/LLKheitSpT https://t.co/MDGhL8vc4W'
23/3/2020 11:43,"b""RT @LeeRoyWright: Please DO NOT believe the stories that CoVid-19 is spread by dogs and cats. IT'S NOT!!!!!!\n\nI've just seen a horrifying p\xe2\x80\xa6"""
23/3/2020 11:33,"b""Please DO NOT believe the stories that CoVid-19 is spread by dogs and cats. IT'S NOT!!!!!!\n\nI've just seen a horrif\xe2\x80\xa6 https://t.co/Cgh2V1sjlH"""
23/3/2020 11:33,"b""@Awaited_Malaza @African_Odyzzee If she's not already pregnant I plan to sterilise her but it costs 1.6K at the SPC\xe2\x80\xa6 https://t.co/6fwAHhCQWU"""
23/3/2020 11:27,b'@my_spar Has the Spar group not seen the influx of animals being dumped at the SPCA because of false information li\xe2\x80\xa6 https://t.co/vl7lHmHIG7'
23/3/2020 11:26,b'@my_spar Donate to your @Spca !!!'
23/3/2020 11:26,b'@phashake1 @Nkulunkulukazi Spca right now https://t.co/8utYBztzHY'
23/3/2020 11:26,b'@my_spar Really?  @my_spar how much damage have you done! Can\xe2\x80\x99t fix stupid ! #PoorAnimals #Donate to your Spca for\xe2\x80\xa6 https://t.co/00tUqF7FMG'
23/3/2020 11:26,b'@meganjwhelan You could foster for the SPCA and get all the goodness of kitten cuddles for lock down but arguably n\xe2\x80\xa6 https://t.co/Qr3K4vvTU0'
23/3/2020 11:20,b'@phashake1 @Nkulunkulukazi Spca is coming'
23/3/2020 11:20,b'Three camps:\n1) Not a fan of Christians passing laws based on their sectarian views\n2) Not a fan of paternalistic l\xe2\x80\xa6 https://t.co/LjyGbWzQHZ'
23/3/2020 11:16,"b'RT @gurrlwithacurl: Email from the SPCA - they are looking for more fosterers. If you can foster a furry friend over this time, get in touc\xe2\x80\xa6'"
23/3/2020 11:16,b'RT @LinhBuiWJZ: Maryland SPCA temporarily closed. \nAll shelter animals will be cared for.\nBut no adoption services at this time.'
23/3/2020 11:07,b'naturally my photos are 90% food (featuring a friend i met at the SPCA bookstore) https://t.co/oJWq12vDoG'
23/3/2020 11:05,b'RT @LinhBuiWJZ: Maryland SPCA temporarily closed. \nAll shelter animals will be cared for.\nBut no adoption services at this time. https://t.\xe2\x80\xa6'
23/3/2020 10:58,b'@thoughtsofaphd I volunteered at the SPCA for 3 years and sadly this was the story every Christmas. By Boxing Day a\xe2\x80\xa6 https://t.co/jQ1OhTE0Sb'
23/3/2020 10:34,b'I want a dog. Are the SPCA\xe2\x80\x99s still gonna be open for adoptions? #NZlockdown'
23/3/2020 10:30,b'Maryland SPCA temporarily closed. \nAll shelter animals will be cared for.\nBut no adoption services at this time. https://t.co/CKak8IX6tT'
23/3/2020 9:58,b'@UNNTV1 For the love of god #peta #spca #vanpoli #bcpoli #cdnpoli'
23/3/2020 9:45,b'Morrison Kent\xe2\x80\x99s Hutt Chambers feat. Winston. \n\n#youcanworkfromhome #lockdown #LovetheHutt #workingcat #spca @ Lower\xe2\x80\xa6 https://t.co/IiEb1v0QgJ'
23/3/2020 9:09,b'This isn\xe2\x80\x99t right man. This needs to be reported to the SPCA. @BC_SPCA https://t.co/J6dKvZXkjT'
23/3/2020 9:04,b'@_randolph_west So for all of PETA\xe2\x80\x99s bad points in all honesty I can\xe2\x80\x99t say you\xe2\x80\x99re tackling a valid one there. The S\xe2\x80\xa6 https://t.co/8nhF4vHOeY'
23/3/2020 8:45,"b'i might be adopting from the spca tomorrow, i feel bad for all the animals stuck in there \xf0\x9f\xa5\xba'"
23/3/2020 8:20,"b""@AmandaJaneWilde Yeah, it's mandatory at the SPCA when adopting"""
23/3/2020 8:13,"b""@mincandescence We know the spca lady she knows her stuff \xf0\x9f\x98\x81 I'm sure they will settle down together it may just take a wee bit of time"""
23/3/2020 8:09,b'Stop animal cruelty #peta #dogsoftwitter #SPCA https://t.co/bqQLR3CnJb'
23/3/2020 8:08,b'RT @BC_SPCA: Looking for ways to keep your pets entertained? Look no further! We have an adorable selection of cat and dog toys! For a limi\xe2\x80\xa6'
23/3/2020 8:07,b'@Michael_J_Parry I know and I feel so bad about it \xf0\x9f\x98\x94 the spca lady told me explicitly not to anthropomorphise him a\xe2\x80\xa6 https://t.co/eO0NNw9Oq5'
23/3/2020 7:37,b'North Riding: The @RandburgSPCA recently hosted community members at the non-profit organisation\xe2\x80\x99s headquarters for\xe2\x80\xa6 https://t.co/Iqreylrn9k'
23/3/2020 7:07,b'@robbarcruises @Tassja12 @CHEK_News @BC_SPCA Thanks. We said that on @CHEK_News Pet CHEK today.'
23/3/2020 7:06,b'RT @mrsrosieb: Feel for people who live alone. Self-isolation will be tough. Call the SPCA and offer to babysit some kittens or a puppy.'
23/3/2020 7:01,b'Feel for people who live alone. Self-isolation will be tough. Call the SPCA and offer to babysit some kittens or a puppy.'
23/3/2020 7:01,b'#AdoptDontShop #COVIDCanada #Saskatoon ready to adopt? Many dogs and cats are waiting to be adopted see below -\xe2\x80\xa6 https://t.co/3CtH4J77Mr'
23/3/2020 6:30,b'Shelter PALS - SF SPCA - https://t.co/RZGcoGhcOQ'
23/3/2020 6:27,b'RT @AfricanReport: The SPCA is asking for any donations from the public to feed these hungry dogs.\nhttps://t.co/bOhJZWBwHL'
23/3/2020 6:22,b'The SPCA is asking for any donations from the public to feed these hungry dogs.\nhttps://t.co/bOhJZWBwHL'
23/3/2020 6:05,"b'Maryland SPCA closing to public, sending shelter animals to foster homes, in response to ... https://t.co/3LpVb2q2oD'"
23/3/2020 6:01,b'@TabithaK @nycsouthpaw When Mike Huckabee family go to the SPCA they come back with a lot of dead dogs.'
23/3/2020 6:00,"b""Fredericksburg SPCA hopes to lift spirits by hosting 'not-so-professional' pet portrait fundraiser -\xe2\x80\xa6 https://t.co/qxFJE7qeZt"""
23/3/2020 5:56,b'It\xe2\x80\x99s 2am and I\xe2\x80\x99m on the SPCA\xe2\x80\x99s website looking at cats I want to foster during this quarantine so I won\xe2\x80\x99t be so lon\xe2\x80\xa6 https://t.co/tj5RUbw182'
23/3/2020 5:45,"b""@YourSPCA That's crazy ! I remember a few years back when the cops pulled a guy over he heard a cat  in the trunk.\xe2\x80\xa6 https://t.co/cnrShzutQV"""
23/3/2020 5:24,b'PANICKING now is the only time in my life i have ever wished i knew how to drive so i could hijack a vehicle and ge\xe2\x80\xa6 https://t.co/vgQcIezQq6'
23/3/2020 5:15,"b'Email from the SPCA - they are looking for more fosterers. If you can foster a furry friend over this time, get in\xe2\x80\xa6 https://t.co/ytIch11Qfg'"
23/3/2020 5:12,"b""panicking about the lockdown because i haven't adopted a kitten yet i want to help out the spca but I DON'T KNOW IF I CAN GO TOMORROW"""
23/3/2020 4:33,"b'@iheartmindy Agreed, please check with any local animal rescue shelters or the SPCA. I\xe2\x80\x99m sure they\xe2\x80\x99d be able to tak\xe2\x80\xa6 https://t.co/Rz0oo6bFFY'"
23/3/2020 4:18,"b'RT @venzann: New Zealanders are the best.\n\n&gt; SPCA New Zealand advises they have ""very few"" pets left. https://t.co/n1cESXnZkH'"
23/3/2020 4:17,"b'RT @AdoptableBuns: Lily is an adult Flemish Giant from #Delson, QC. https://t.co/oIPXUrzdw6 https://t.co/6BQ6iJGz7P'"
23/3/2020 4:10,"b'New Zealanders are the best.\n\n&gt; SPCA New Zealand advises they have ""very few"" pets left. https://t.co/n1cESXnZkH'"
23/3/2020 3:44,b'@robbarcruises @tessvanstraaten @CHEK_News @BC_SPCA Just posted @HumaneSociety WHO just announced your dogs \xf0\x9f\x90\x95 and c\xe2\x80\xa6 https://t.co/3RqCO6O4bC'
23/3/2020 3:36,"b'@rahaeli @pjf Lucky kit, out of the cherry tree, into the lap of luxury :)\nWe\xe2\x80\x99ve adopted strays and \xe2\x80\x9cthrow-away\xe2\x80\x9d ca\xe2\x80\xa6 https://t.co/bPUbxhl6IT'"
23/3/2020 3:36,b'@Ihms27 @HtownHarden @MichaelVick His football career is honored but his personal life is just forgiven. He also do\xe2\x80\xa6 https://t.co/SzR4y3ZN2t'
23/3/2020 3:23,"b'@riteshkr23 Brother,, you are dreaming. \n\nYou are only one in noida who knows nothing about SPCA   ...'"
23/3/2020 3:22,b'What will happen to the animals In SPCA and shelters?'
23/3/2020 3:17,b'suddenly thinking about the time my dad adopted a hamster from spca and it died 3 days later because i fed it orang\xe2\x80\xa6 https://t.co/YLaIH0a5sW'
23/3/2020 3:10,"b'RT @BC_SPCA: A big HIGH PAWS\xf0\x9f\x90\xbe to Fazi, Isabella and Violet, who organized a cupcake sale for the animals! Their sale raised over $100 for o\xe2\x80\xa6'"
23/3/2020 3:08,b'@Tassja12 @tessvanstraaten @CHEK_News WHO just announced Dogs and Cats do not carry the virus\nGet the news out far\xe2\x80\xa6 https://t.co/uxZuF5z6J1'
23/3/2020 3:04,b'@BC_SPCA Terrific kids with great parents!'
23/3/2020 3:03,b'@grumpy_grannie @JustinTrudeau None the rest are all busy trying to save lives and not score political points. How\xe2\x80\xa6 https://t.co/OuH7O2XN9s'
23/3/2020 2:47,"b'@sfspca @GavinNewsom @CAPublicHealth Hello, does this apply for volunteers also? Or are volunteers to return to spc\xe2\x80\xa6 https://t.co/tlyvcBo4nz'"
23/3/2020 2:34,"b'@katewallistweet @thesandrashamas I am ready, after 3 years, to get another cat. Our local SPCA had an adoption eve\xe2\x80\xa6 https://t.co/N6zY3ecfs4'"
23/3/2020 2:34,b'@Meaghon @DruhFarrell @Hustontweet @YYCRecreation @cityofcalgary Ruby (chihuahua) is one of the dogs rescued by\xe2\x80\xa6 https://t.co/MTN9cjcBz9'
23/3/2020 2:23,b'RT @BC_SPCA: Please help us give a big round of a-paws \xf0\x9f\x90\xbeto Aiden! Aiden is a 12-year-old boy who loves animals! So much so that he\xe2\x80\x99s raisin\xe2\x80\xa6'
23/3/2020 2:12,"b'@bobehayes This is Scout, 8 years old. NH SPCA rescue cat. Now spends her days sleeping and watching birds from our screened in porch.'"
23/3/2020 2:12,b'@NoeticCrypto @mwam1993 I know. She was the only one in the litter that looked like a GSD and the only female. She\xe2\x80\xa6 https://t.co/regQaH7cUQ'
23/3/2020 2:09,b'@badvelociraptor JFC it\xe2\x80\x99s crazy. The process here INCLUDES the \xe2\x80\x9cpound\xe2\x80\x9d - which is simply our SPCA. We need a better\xe2\x80\xa6 https://t.co/8Fra2pC5YL'
23/3/2020 2:06,b'I just added myself to the spca foster waiting list... imma be home.. might as well'
23/3/2020 2:00,b'@JohnCarneyDE Question I was gonna volunteer at the new brandywine spca does that count or stay home'
23/3/2020 1:59,b'RT @MightyMoh61: \xf0\x9f\x86\x98\xf0\x9f\x86\x98\xf0\x9f\x86\x98PLEASE\xf0\x9f\x86\x98\xf0\x9f\x86\x98\xf0\x9f\x86\x98SIGN\xf0\x9f\x86\x98\xf0\x9f\x86\x98\xf0\x9f\x86\x98SHARE\xf0\x9f\x86\x98\xf0\x9f\x86\x98\xf0\x9f\x86\x98SPCA Selangor : I am Against Eating Cats and Dogs!\nSaya Menentang Makan Daging Kucing dan Anjin\xe2\x80\xa6'
23/3/2020 1:52,"b""Wouldn't it be helpful to know how your dog sees his environment? In this short video, Jennifer Toof, Manager, Prog\xe2\x80\xa6 https://t.co/L1mCXuUzBb"""
23/3/2020 1:50,"b""Just called the SPCA and I'm going to apply to foster an animal"""
23/3/2020 1:45,b'Looking for ways to keep your pets entertained? Look no further! We have an adorable selection of cat and dog toys!\xe2\x80\xa6 https://t.co/7fppo0mC9p'
23/3/2020 1:44,"b'Mijares: Du30 should not be given special powers,handcuffed him,ikulong sa SPCA with rabid dogs to experience a different kind of virus!'"
23/3/2020 1:40,"b'@marcuslemonis Hey @marcuslemonis, heard today on the radio that people are surrendering their pets, afraid they\xe2\x80\x99d\xe2\x80\xa6 https://t.co/omJlefC9C1'"
23/3/2020 1:39,"b'Coronavirus Closings: Maryland SPCA To Temporarily Suspend All Operations, Shelter Animals Will Still Be Cared For https://t.co/WD27TUdEHs'"
23/3/2020 1:36,b'@maddysciandra16 Good thing they waived all adoption fees at the SPCA :))'
23/3/2020 1:28,"b'Key message: Keep an eye out for your neighbors..\n\nSenate can send my $1,000 to SPCA..'"
23/3/2020 1:23,b'Adopt a bunny!! Or cat or dog... small animal maybe. We got @napoleon_knows from @HumaneDurham TwitchyBunny from\xe2\x80\xa6 https://t.co/lI5Arx01Kd'
23/3/2020 1:20,b'I was standing up for the hi homeless after the shoot I watched carefully and I thought how weird the cops walk the\xe2\x80\xa6 https://t.co/djSsu2l1Cq'
23/3/2020 1:18,"b'If I could, I would spilt myself into as many clones as possible &amp; send them to every SPCA, rescue centre, animal b\xe2\x80\xa6 https://t.co/CySsZyQ0XL'"
23/3/2020 1:13,"b'Week 1 of quarantine: lots of Netflix, low productivity, currently looking on SPCA to adopt/foster a pet'"
23/3/2020 1:10,"b'SPCA Serving Erie County, NY COVID-19 Response - Page Originated March 12, 2020 - Dog, C... https://t.co/20lISfMALj'"
23/3/2020 1:07,"b""Why doesn't media pay any attention to pets/dogs/cats as being a carrier of #Covid-19 - It's mind boggling how many\xe2\x80\xa6 https://t.co/jxvJEXsiaR"""
23/3/2020 1:01,b'Looking for a forever home: Vernon SPCA pet of the week #VernonBC https://t.co/5qZlJvA1I4 https://t.co/RehXFToxrh'
23/3/2020 1:01,b'Looking for a forever home: Vernon SPCA pet of the week #VernonBC https://t.co/wyucOqXkkB https://t.co/ZMe24QXgze'
23/3/2020 1:01,b'Looking for a forever home: Vernon SPCA pet of the week #VernonBC https://t.co/um2vwkTXCK https://t.co/aqjmbERMbu'
23/3/2020 1:01,b'Looking for a forever home: Vernon SPCA pet of the week #VernonBC https://t.co/gbEgjTTwwY https://t.co/PBlB84Tn8S'
23/3/2020 0:48,b'Imma need the  spca to set up shop in Greece for all these cats  #RHOA'
23/3/2020 0:41,b'RT @SizekaM_: South Africa must just let all the dogs in SPCA free into the streets and we\xe2\x80\x99ll all stay home'
23/3/2020 0:30,"b""\xf0\x9f\x98\xbd Come snuggle #CHARLOTTE before it's too late! #spca She has so much love to give! #Foster \xf0\x9f\x92\x99\xe2\x80\xa6 https://t.co/QISz3HkiQL"""
23/3/2020 0:26,"b'@CharlizeTheroff @mydogiscutest I go through Adopt-a https://t.co/K6o48FTl09, my animal hospital and SPCA'"
23/3/2020 0:14,b'RT @EdDarrell: @deekevin56_m @kelbelle10 @happyfarmgirl10 Be sure to tell them that the Trump administration has killed all federal animal-\xe2\x80\xa6'
23/3/2020 0:09,b'BC SPCA slashes adoption fees during COVID-19 outbreak so you can bring home a great companion!\xe2\x80\xa6 https://t.co/Jvq6WAmJu9'
23/3/2020 0:09,"b'RT @SPCAMontreal: ADOPTION BY APPOINTMENT ONLY | The health of our staff, volunteers, fellow citizens and, of course, the animals in our ca\xe2\x80\xa6'"
22/3/2020 23:51,b'SPCA Selangor : I am Against Eating Cats and Dogs!\nSaya Menentang Makan Daging Kucing dan Anjing! - Sign the Petiti\xe2\x80\xa6 https://t.co/xz5zUHwJa4'
22/3/2020 23:47,"b""@sensualstormi I think it depends on where you're looking to adopt from. In some places the SPCA has closed temporarily"""
22/3/2020 23:45,b'@BC_SPCA Awesome kids!'
22/3/2020 23:45,b'RT @DERVIEMOO: SPCA Selangor : I am Against Eating Cats and Dogs!\nSaya Menentang Makan Daging Kucing dan Anjing! - Sign the Petition! https\xe2\x80\xa6'
22/3/2020 23:41,b'@DC_Draino You got that right and send PETA and SPCA on a mission to China.'
22/3/2020 23:36,b'A #HappyTail to bring some #SundaySmiles!\xf0\x9f\x98\x81\nWe know times are uncertain so we\xe2\x80\x99re happy to give a reason to smile. We\xe2\x80\xa6 https://t.co/0aqSXBmOi7'
22/3/2020 23:29,b'@Zak_Bagans This is Saffron. I call her Saffie. I adopted her from the SPCA recently. https://t.co/3cVND1We9p'
22/3/2020 23:22,"b""March Muttness is getting tense! We're just a few points behind YOUR Humane Society SPCA. Who wants to help us win\xe2\x80\xa6 https://t.co/1sn9ZhEFfk"""
22/3/2020 23:20,b'@sfspca Hey San Francisco SPCA have you seen this lost American Shorthair Katie in Walnut Creek CA?\xe2\x80\xa6 https://t.co/ji84ZRfj7F'
22/3/2020 23:09,"b""RT @spcaoftexas: We couldn't help ourselves. We had to make these. We had to! Get your work-from-home-pet-parent shirts today at https://t.\xe2\x80\xa6"""
22/3/2020 23:09,b'RT @SSPCA_Mike: Thanks Libby and anyone else who shares.\nThe thought of the Scottish SPCA putting healthy animals to sleep for any reason i\xe2\x80\xa6'
22/3/2020 23:04,"b""Our girl Luna's owners unfortunately haven't turned up. But that means she's available to adopt! Plenty of time dur\xe2\x80\xa6 https://t.co/rNI3PUwpUX"""
22/3/2020 23:00,b'I am Tom hardy. I am an altered male foxhound. https://t.co/HpLCu70bYI https://t.co/C0nYrg4v4r'
22/3/2020 22:59,"b'RT @HarfordAegis: Citing the \xe2\x80\x9cwelfare of our staff and community,\xe2\x80\x9d the Maryland SPCA will close its facilities to the public Monday and tem\xe2\x80\xa6'"
22/3/2020 22:59,"b'Citing the \xe2\x80\x9cwelfare of our staff and community,\xe2\x80\x9d the Maryland SPCA will close its facilities to the public Monday a\xe2\x80\xa6 https://t.co/JYkjZlQiHQ'"
22/3/2020 22:59,"b'Citing the \xe2\x80\x9cwelfare of our staff and community,\xe2\x80\x9d the Maryland SPCA will close its facilities to the public Monday a\xe2\x80\xa6 https://t.co/uqo1zv3nZZ'"
22/3/2020 22:59,"b'Citing the \xe2\x80\x9cwelfare of our staff and community,\xe2\x80\x9d the Maryland SPCA will close its facilities to the public Monday a\xe2\x80\xa6 https://t.co/TFaGG2hq3N'"
22/3/2020 22:59,"b'Citing the \xe2\x80\x9cwelfare of our staff and community,\xe2\x80\x9d the Maryland SPCA will close its facilities to the public Monday a\xe2\x80\xa6 https://t.co/IJSeHEYNnV'"
22/3/2020 22:59,"b'Citing the \xe2\x80\x9cwelfare of our staff and community,\xe2\x80\x9d the Maryland SPCA will close its facilities to the public Monday a\xe2\x80\xa6 https://t.co/DhGo7ly03p'"
22/3/2020 22:59,"b'Citing the \xe2\x80\x9cwelfare of our staff and community,\xe2\x80\x9d the Maryland SPCA will close its facilities to the public Monday a\xe2\x80\xa6 https://t.co/2qrMe5Nah0'"
22/3/2020 22:59,b'@deekevin56_m @kelbelle10 @happyfarmgirl10 Be sure to tell them that the Trump administration has killed all federa\xe2\x80\xa6 https://t.co/brPLsrRVl2'
22/3/2020 22:42,"b'RT @WarpunkStudios: #censorship #warpunk #superstars #hybrid #media #scifi #spca\n\n""Why were you censored?""\n\nFor supporting the #rights of #\xe2\x80\xa6'"
22/3/2020 22:39,b'RT @GiGi9666777: SPCA Selangor : I am Against Eating Cats and Dogs!\nSaya Menentang Makan Daging Kucing dan Anjing! - Sign the Petition! htt\xe2\x80\xa6'
22/3/2020 22:34,"b'#censorship #warpunk #superstars #hybrid #media #scifi #spca\n\n""Why were you censored?""\n\nFor supporting the #rights\xe2\x80\xa6 https://t.co/NVit0aCbV4'"
22/3/2020 22:33,b'RT @Dunholme: SPCA Selangor : I am Against Eating Cats and Dogs!\nSaya Menentang Makan Daging Kucing dan Anjing! - Sign the Petition! https:\xe2\x80\xa6'
22/3/2020 22:24,"b'A picture from the SPCA\xe2\x80\x99s dog gallery, this brings literal tears to my eyes. Everyone went home\xe2\x99\xa5\xef\xb8\x8f https://t.co/bB9rBNR1it'"
22/3/2020 22:17,b'@ThaDramaticpimp Tell it to the spca. Google it.'
22/3/2020 22:17,"b""@Zackary_Brame This is Mike. He hangs out with me while I'm working from home. It's great. I highly recommend it. W\xe2\x80\xa6 https://t.co/2IvP0cqam7"""
22/3/2020 22:16,b'Thanks Libby and anyone else who shares.\nThe thought of the Scottish SPCA putting healthy animals to sleep for any\xe2\x80\xa6 https://t.co/JkQaLcvqHr'
22/3/2020 22:09,b'SPCA Selangor : I am Against Eating Cats and Dogs!\nSaya Menentang Makan Daging Kucing dan Anjing! - Sign the Petiti\xe2\x80\xa6 https://t.co/B2JY7pA5NJ'
22/3/2020 22:03,b'@russ5551212 @nicalexiac @darth From the SPCA. @Wesley2ndChance_ on ig'
22/3/2020 21:50,"b'RT @WesleyHuntTX: Mattress Mack stepping up big again for Houston. If you or someone you know need access to food for your pet, head over t\xe2\x80\xa6'"
22/3/2020 21:49,"b'Everyone at the Scottish SPCA is working hard to continue to support animals, owners and other agencies during this\xe2\x80\xa6 https://t.co/JWnospILtG'"
22/3/2020 21:45,b'Zo zielig..\xf0\x9f\x98\xaa\nSPCA: \xe2\x80\x98Pets can\xe2\x80\x99t give you COVID-19; stop dumping them\xe2\x80\x99 - Capital Newspapers https://t.co/kh4CqVBo1z'
22/3/2020 21:42,"b'Dear Libby.\nThanks, you will win any bet you put on on this one. I have no idea how or why this was even thought of\xe2\x80\xa6 https://t.co/bo62iAMfwJ'"
22/3/2020 21:42,b'RT @wjz: The Maryland SPCA announced Saturday that it will temporarily close all facilities to the public due to the coronavirus pandemic.\xe2\x80\xa6'
22/3/2020 21:42,"b'Are they on Twitter? They mention only FB,which is a curse on me.NorthWest SPCA\n\nMarket Square, Abbeyhalfquarter, B\xe2\x80\xa6 https://t.co/0vyqHwgqWu'"
22/3/2020 21:30,b'\xf0\x9f\x90\xb6 Come visit #CASSANDRA soon! #spca She needs a loving home! #savealife \xe2\x9d\xa4\xef\xb8\x8f https://t.co/rTIRMYnTJu https://t.co/N6DaLcNaTL'
22/3/2020 21:22,b'RT @FOXBaltimore: Maryland SPCA closing facilities amid coronavirus outbreak  https://t.co/D8J1WrnOiy'
22/3/2020 21:21,b'@ClaudeL1979 @OntarioSPCA I\xe2\x80\x99ve seen our spca on local news hitting people up. Be sure you have dog food available.'
22/3/2020 21:20,b'Maryland SPCA closing facilities amid coronavirus outbreak  https://t.co/D8J1WrnOiy'
22/3/2020 21:20,b'SPCA Selangor : I am Against Eating Cats and Dogs!\nSaya Menentang Makan Daging Kucing dan Anjing! - Sign the Petiti\xe2\x80\xa6 https://t.co/CL9FPHmeDg'
22/3/2020 21:20,b'@chrisarnoldmet1 \xc2\xaf\\_(\xe3\x83\x84)_/\xc2\xaf We adopted him and his brother from the SPCA.'
22/3/2020 21:18,"b""@LFaraday @Scottcrates OMG whoever took that vid needs to be reported to the SPCA - that's barbed wire and the anim\xe2\x80\xa6 https://t.co/TRpsMO4CmE"""
22/3/2020 20:58,b'@SimoneGiertz The Oakland SPCA got overwhelmed with applications for fostering! Which is a good sign! Need to check\xe2\x80\xa6 https://t.co/DJpsr41r13'
22/3/2020 20:57,b'@squigley1818 the spca doesn\xe2\x80\x99t have any adoption fees now'
22/3/2020 20:57,b'SPCA Selangor : I am Against Eating Cats and Dogs!\nSaya Menentang Makan Daging Kucing dan Anjing! - Sign the Petiti\xe2\x80\xa6 https://t.co/KcYbNYgJfB'
22/3/2020 20:54,"b'A big HIGH PAWS\xf0\x9f\x90\xbe to Fazi, Isabella and Violet, who organized a cupcake sale for the animals! Their sale raised over\xe2\x80\xa6 https://t.co/H26oQq9oGO'"
22/3/2020 20:46,b'@AvaGG @austinpetsalive I\xe2\x80\x99ve tried lol. I volunteer at the SPCA near me with my parents all the time and they won\xe2\x80\x99t\xe2\x80\xa6 https://t.co/aVj54g7jWR'
22/3/2020 20:46,b'\xf0\x9f\x98\xb8 Meet #KAYLA ASAP! #spca She needs your help! #Adoption \xf0\x9f\x98\x8a https://t.co/zAfCoABrS7 https://t.co/OtpOuoBqJf'
22/3/2020 20:32,"b'With the SPCA closed indefinitely, many people who do not have the means to care for their animals will have nowher\xe2\x80\xa6 https://t.co/sutrXz2gNh'"
22/3/2020 20:31,"b'@350moose @PersonalJihad But then u have the SPCA involved, &amp; probably get fined or jail sentence for cruelty to an\xe2\x80\xa6 https://t.co/z8ckPMHa8n'"
22/3/2020 20:28,"b""@lisazumba10 I'm sure God will keep him safe and busy until you meet again. BTW, the SPCA has great fur babies to w\xe2\x80\xa6 https://t.co/IRoC7SoepK"""
22/3/2020 20:26,b'SPCA Selangor : I am Against Eating Cats and Dogs!\nSaya Menentang Makan Daging Kucing dan Anjing! - Sign the Petiti\xe2\x80\xa6 https://t.co/3XtaO9q5sA'
